isco_code,anzsco_code,anzsco_title,match_quality
8322,561211,Courier,partial
8322,561212,Postal Delivery Officer,partial
8322,731111,Chauffeur,exact
8322,731112,Taxi Driver,exact
8322,731199,Automobile Drivers nec,partial
8322,732111,Delivery Driver,partial
8331,731211,Bus Driver,exact
8331,731212,Charter and Tour Bus Driver,exact
8331,731213,Passenger Coach Driver,exact
8331,731312,Tram Driver,exact
8332,733111,Truck Driver (General),partial
8332,733112,Aircraft Refueller,partial
8332,733113,Furniture Removalist,exact
8332,733114,Tanker Driver,exact
8332,733115,Tow Truck Driver,exact
8341,721111,Agricultural and Horticultural Mobile Plant Operator,exact
8341,721112,Logging Plant Operator,partial
8341,841312,Logging Assistant,partial
8341,841313,Tree Faller,partial
8342,721211,Earthmoving Plant Operator (General),partial
8342,721212,Backhoe Operator,exact
8342,721213,Bulldozer Operator,exact
8342,721214,Excavator Operator,exact
8342,721215,Grader Operator,exact
8342,721216,Loader Operator,exact
8342,721913,Paving Plant Operator,exact
8342,721914,Railway Track Plant Operator,exact
8342,721915,Road Roller Operator,exact
8342,721916,Streetsweeper Operator,exact
8342,721999,Mobile Plant Operators nec,partial
8342,733112,Aircraft Refueller,partial
8343,712111,"Crane, Hoist or Lift Operator",exact
8343,721999,Mobile Plant Operators nec,partial
8343,891113,Waterside Worker,partial
8344,721311,Forklift Driver,exact
8350,899211,Deck Hand,exact
9111,811311,Domestic Cleaner,exact
9112,431911,Bar Useful or Busser,exact
9112,811211,Commercial Cleaner,partial
9112,811411,Commercial Housekeeper,partial
9121,811511,Laundry Worker (General),partial
9121,811512,Drycleaner,partial
9121,811513,Ironer or Presser,partial
9122,811111,Car Detailer,exact
9123,811612,Window Cleaner,exact
9129,811611,Carpet Cleaner,exact
9129,811699,Cleaners nec,partial
9129,899999,Labourers nec,partial
9211,841211,Fruit or Nut Farm Worker,partial
9211,841212,Fruit or Nut Picker,partial
9211,841213,"Grain, Oilseed or Pasture Farm Worker (Aus) / Field Crop Farm Worker (NZ)",partial
9211,841214,Vegetable Farm Worker (Aus) / Market Garden Worker (NZ),partial
9211,841215,Vegetable Picker,exact
9211,841216,Vineyard Worker,partial
9211,841217,Mushroom Picker,exact
9211,841299,Crop Farm Workers nec,partial
9211,841999,"Farm, Forestry and Garden Workers nec",partial
9212,841511,Beef Cattle Farm Worker,partial
9212,841512,Dairy Cattle Farm Worker,partial
9212,841513,Mixed Livestock Farm Worker,partial
9212,841514,Poultry Farm Worker,partial
9212,841515,Sheep Farm Worker,partial
9212,841516,Stablehand,partial
9212,841517,Wool Handler,exact
9212,841599,Livestock Farm Workers nec,partial
9213,841611,Mixed Crop and Livestock Farm Worker,partial
9214,841411,Garden Labourer,exact
9214,841412,Horticultural Nursery Assistant,exact
9214,841999,"Farm, Forestry and Garden Workers nec",partial
9215,841311,Forestry Worker,partial
9215,841312,Logging Assistant,partial
9215,841999,"Farm, Forestry and Garden Workers nec",partial
9216,841111,Aquaculture Worker,partial
9311,821912,Driller's Assistant,exact
9311,821914,Mining Support Worker,exact
9312,821112,"Drainage, Sewerage and Stormwater Labourer",exact
9312,821113,Earthmoving Labourer,exact
9312,821511,Paving and Surfacing Labourer,exact
9312,821611,Railway Track Worker,partial
9312,821915,Surveyor's Assistant,partial
9313,332111,Floor Finisher,partial
9313,821111,Builder's Labourer,partial
9313,821114,Plumber's Assistant,exact
9313,821211,Concreter,partial
9313,821311,Fencer,exact
9313,821412,Home Improvement Installer,partial
9313,821713,Steel Fixer,exact
9313,821911,Crane Chaser,exact
9313,899914,Electrical or Telecommunications Trades Assistant,exact
9321,832111,Chocolate Packer,partial
9321,832112,Container Filler,partial
9321,832113,Fruit and Vegetable Packer,partial
9321,832114,Meat Packer,partial
9321,832115,Seafood Packer,partial
9321,832199,Packers nec,partial
9329,741111,Storeperson,partial
9329,839111,Metal Engineering Process Worker,exact
9329,839211,Plastics Factory Worker,exact
9329,839212,Rubber Factory Worker,partial
9329,839411,Paper and Pulp Mill Worker,exact
9329,839412,Sawmill or Timber Yard Worker,exact
9329,839413,Wood and Wood Products Factory Worker,exact
9329,839911,Cement and Concrete Plant Worker,exact
9329,839912,Chemical Plant Worker,exact
9329,839913,Clay Processing Factory Worker,partial
9329,839914,Fabric and Textile Factory Worker,exact
9329,839915,Footwear Factory Worker,partial
9329,839916,Glass Processing Worker,exact
9329,839917,Hide and Skin Processing Worker,partial
9329,839999,Factory Process Workers nec,partial
9331,561211,Courier,partial
9331,732111,Delivery Driver,partial
9332,899999,Labourers nec,partial
9333,712912,Bulk Materials Handling Plant Operator,exact
9333,721911,Aircraft Baggage Handler and Airline Ground Crew,exact
9333,721999,Mobile Plant Operators nec,partial
9333,741111,Storeperson,partial
9333,891111,Freight Handler (Rail or Road),exact
9333,891112,Truck Driver's Offsider,exact
9333,891113,Waterside Worker,partial
9334,891211,Shelf Filler,exact
9411,851111,Fast Food Cook,exact
9412,851211,Pastrycook's Assistant,exact
9412,851299,Food Trades Assistants nec,exact
9412,851311,Kitchenhand,partial
9510,899999,Labourers nec,partial
9520,621711,Cash Van Salesperson,partial
9520,621713,Street Vendor,partial
9611,899611,Recycling or Rubbish Collector,exact
9612,621911,Materials Recycler,exact
9612,839918,Recycling Worker,exact
9613,811699,Cleaners nec,partial
9621,431912,Doorperson or Luggage Porter,exact
9621,561211,Courier,partial
9621,732111,Delivery Driver,partial
9621,899915,Leaflet or Newspaper Deliverer,exact
9622,899311,Handyperson,exact
9623,561912,Meter Reader,exact
9623,899711,Vending Machine Attendant,partial
9624,841911,Hunter-Trapper,partial
9624,841999,"Farm, Forestry and Garden Workers nec",partial
9629,431999,Hospitality Workers nec,partial
9629,639411,Ticket Seller,partial
9629,899912,Car Park Attendant,exact
9629,899916,Mechanic's Assistant,exact
9629,899917,Railways Assistant,partial
9629,899918,Sign Erector,exact
9629,899921,Ticket Collector or Usher,partial
9629,899922,Trolley Collector,exact
9629,899999,Labourers nec,partial
